s,x_right,y_right,x_left,y_left,psi_center,kappa_center,v_ref
79.0,79.0,-0.9778802235202544,79.0,2.7221197764797456,0.009584706671299298,-5.37882138775792e-05,33.0
80.0,80.0,-0.9683221215612905,80.0,2.7316778784387097,0.009530620362099935,-5.437779662796064e-05,33.0
81.0,81.0,-0.9588184056469425,81.0,2.7411815943530575,0.009475946138573013,-5.4964027359072084e-05,33.0
82.0,82.0,-0.9493696620111742,82.0,2.750630337988826,0.009420687371781705,-5.55468698917918e-05,33.0
83.0,83.0,-0.9399764734970006,83.0,2.7600235265029998,0.009364847468858498,-5.612628825452979e-05,33.0
84.0,84.0,-0.9306394195205354,84.0,2.7693605804794648,0.009308429872796628,-5.6702246685381066e-05,33.0
85.0,85.0,-0.9213590760352492,85.0,2.778640923964751,0.009251438062238344,-5.727470963504587e-05,33.0
86.0,86.0,-0.9121360154964424,86.0,2.7878639845035575,0.009193875551260505,-5.784364176845786e-05,33.0
87.0,87.0,-0.9029708068259339,87.0,2.7970291931740663,0.009135745889159603,-5.84090079670761e-05,33.0
88.0,88.0,-0.8938640153769657,88.0,2.8061359846230345,0.009077052660232784,-5.897077333161249e-05,33.0
89.0,89.0,-0.8848162028993317,89.0,2.8151837971006684,0.009017799483557423,-5.952890318316482e-05,33.0
90.0,90.0,-0.8758279275047247,90.0,2.8241720724952755,0.008957990012769895,-6.0083363065895166e-05,33.0
91.0,91.0,-0.8668997436323094,91.0,2.8331002563676906,0.008897627935839798,-6.063411874954066e-05,33.0
92.0,92.0,-0.8580322020145226,92.0,2.8419677979854776,0.008836716974843716,-6.118113623121656e-05,33.0
93.0,93.0,-0.8492258496431007,93.0,2.8507741503568997,0.00877526088573585,-6.172438173759335e-05,33.0
94.0,94.0,-0.8404812297353401,94.0,2.85951877026466,0.008713263458117435,-6.226382172635873e-05,33.0
95.0,95.0,-0.8317988817005877,95.0,2.8682011182994125,0.008650728515004466,-6.279942288915575e-05,33.0
96.0,96.0,-0.8231793411069672,96.0,2.876820658893033,0.008587659912591247,-6.333115215390382e-05,33.0
97.0,97.0,-0.8146231396483443,97.0,2.8853768603516556,0.008524061540013485,-6.385897668576599e-05,33.0
98.0,98.0,-0.8061308051115286,98.0,2.8938691948884716,0.008459937319109928,-6.438286388955533e-05,33.0
99.0,99.0,-0.7977028613437165,99.0,2.9022971386562837,0.008395291204180658,-6.490278141247807e-05,33.0
100.0,100.0,-0.7893398282201787,100.0,2.9106601717798215,0.00833012718174325,-6.54186971454935e-05,33.0
101.0,101.0,-0.781042221612192,101.0,2.9189577783878082,0.00826444927028837,-6.593057922516071e-05,33.0
102.0,102.0,-0.7728105533552168,102.0,2.9271894466447836,0.008198261520032253,-6.643839603639015e-05,33.0
103.0,103.0,-0.7646453312173258,103.0,2.9353546687826744,0.008131568012666813,-6.694211621368963e-05,33.0
104.0,104.0,-0.7565470588678826,104.0,2.9434529411321178,0.008064372861109646,-6.744170864312616e-05,33.0
105.0,105.0,-0.7485162358464716,105.0,2.9514837641535285,0.007996680209250233,-6.793714246491146e-05,33.0
106.0,106.0,-0.7405533575320855,106.0,2.9594466424679147,0.007928494231694793,-6.84283870749288e-05,33.0
107.0,107.0,-0.7326589151125669,107.0,2.9673410848874333,0.007859819133509445,-6.891541212653002e-05,33.0
108.0,108.0,-0.7248333955543107,108.0,2.9751666044456897,0.007790659149961489,-6.939818753239791e-05,33.0
109.0,109.0,-0.7170772815722246,109.0,2.9829227184277753,0.0077210185462588555,-6.987668346685399e-05,33.0
110.0,110.0,-0.7093910515999535,110.0,2.9906089484000464,0.007650901617286797,-7.03508703674359e-05,33.0
111.0,111.0,-0.7017751797603677,111.0,2.998224820239632,0.0075803126873442,-7.082071893653893e-05,33.0
112.0,112.0,-0.6942301358363161,112.0,3.005769864163684,0.007509256109877009,-7.12862001436641e-05,33.0
113.0,113.0,-0.6867563852416483,113.0,3.013243614758352,0.007437736267210065,-7.174728522700684e-05,33.0
114.0,114.0,-0.6793543889925053,114.0,3.020645611007495,0.007365757570277372,-7.220394569542492e-05,33.0
115.0,115.0,-0.6720246036788824,115.0,3.027975396321118,0.007293324458350019,-7.265615332991482e-05,33.0
116.0,116.0,-0.6647674814364644,116.0,3.035232518563536,0.007220441398763515,-7.310388018547634e-05,33.0
117.0,117.0,-0.6575834699187348,117.0,3.0424165300812653,0.007147112886642002,-7.354709859319442e-05,33.0
118.0,118.0,-0.6504730122693643,118.0,3.049526987730636,0.0070733434446214475,-7.398578116166087e-05,33.0
119.0,119.0,-0.6434365470948733,119.0,3.056563452905127,0.006999137622571036,-7.44199007787833e-05,33.0
120.0,120.0,-0.6364745084375789,120.0,3.0635254915624213,0.006924499997312764,-7.484943061342765e-05,33.0
121.0,121.0,-0.6295873257488194,121.0,3.070412674251181,0.006849435172339568,-7.527434411716884e-05,33.0
122.0,122.0,-0.6227754238624648,122.0,3.077224576137535,0.00677394777753144,-7.569461502571362e-05,33.0
123.0,123.0,-0.6160392229687104,123.0,3.08396077703129,0.0066980424688707334,-7.611021736099051e-05,33.0
124.0,124.0,-0.6093791385881573,124.0,3.0906208614118427,0.00662172392815412,-7.652112543273249e-05,33.0
125.0,125.0,-0.6027955815461823,125.0,3.097204418453818,0.006544996862704751,-7.692731383951262e-05,33.0
126.0,126.0,-0.5962889579475947,126.0,3.1037110420524057,0.006467866005082169,-7.732875747110947e-05,33.0
127.0,127.0,-0.5898596691515872,127.0,3.110140330848413,0.0063903361127897575,-7.772543150948505e-05,33.0
128.0,128.0,-0.5835081117469776,128.0,3.1164918882530226,0.0063124119679827196,-7.811731143048424e-05,33.0
129.0,129.0,-0.5772346775277446,129.0,3.1227653224722554,0.006234098377172155,-7.85043730059222e-05,33.0
130.0,130.0,-0.5710397534688618,130.0,3.1289602465311384,0.006155400170928884,-7.888659230428551e-05,33.0
131.0,131.0,-0.5649237217024257,131.0,3.1350762782975745,0.006076322203586146,-7.926394569271126e-05,33.0
132.0,132.0,-0.5588869594940846,132.0,3.1411130405059158,0.005996869352939487,-7.963640983851883e-05,33.0
133.0,133.0,-0.5529298392197675,133.0,3.147070160780233,0.005917046519946421,-8.000396171024397e-05,33.0
134.0,134.0,-0.5470527283427133,134.0,3.152947271657287,0.0058368586284242695,-8.036657857961805e-05,33.0
135.0,135.0,-0.5412559893908044,135.0,3.1587440106091957,0.005756310624745889,-8.072423802304388e-05,33.0
136.0,136.0,-0.5355399799342047,136.0,3.1644600200657953,0.005675407477534583,-8.107691792213248e-05,33.0
137.0,137.0,-0.5299050525633024,137.0,3.1700949474366977,0.005594154177358777,-8.142459646584624e-05,33.0
138.0,138.0,-0.5243515548669602,138.0,3.17564844513304,0.0055125557364226665,-8.176725215236628e-05,33.0
139.0,139.0,-0.5188798294110755,139.0,3.1811201705889247,0.0054306171882571854,-8.210486378918169e-05,33.0
140.0,140.0,-0.5134902137174486,140.0,3.1865097862825515,0.005348343587410497,-8.24374104950123e-05,33.0
141.0,141.0,-0.5081830402429628,141.0,3.1918169597570376,0.005265740009135136,-8.276487170173157e-05,33.0
142.0,142.0,-0.5029586363590768,142.0,3.197041363640923,0.0051828115490746805,-8.308722715478775e-05,33.0
143.0,143.0,-0.4978173243316317,143.0,3.2021826756683685,0.005099563322950074,-8.340445691462714e-05,33.0
144.0,144.0,-0.49275942130097095,144.0,3.2072405786990292,0.005016000466243476,-8.371654135833961e-05,33.0
145.0,145.0,-0.4877852392623785,145.0,3.2122147607376217,0.00493212813388131,-8.40234611806899e-05,33.0
146.0,146.0,-0.48289508504683254,146.0,3.2171049149531674,0.004847951499916079,-8.432519739559395e-05,33.0
147.0,147.0,-0.4780892603020799,147.0,3.22191073969792,0.004763475757206484,-8.462173133682189e-05,33.0
148.0,148.0,-0.47336806147402855,148.0,3.226631938525972,0.004678706117097853,-8.49130446591402e-05,33.0
149.0,149.0,-0.4687317797884609,149.0,3.2312682202115393,0.004593647809099998,-8.519911934023144e-05,33.0
150.0,150.0,-0.4641807012330701,150.0,3.23581929876693,0.004508306080563829,-8.547993768128251e-05,33.0
151.0,151.0,-0.45971510653981906,151.0,3.2402848934601813,0.004422686196358055,-8.575548230801855e-05,33.0
152.0,152.0,-0.45533527116762307,152.0,3.244664728832377,0.00433679343854375,-8.6025736172177e-05,33.0
153.0,153.0,-0.45104146528535893,153.0,3.2489585347146415,0.004250633106048131,-8.62906825522608e-05,33.0
154.0,154.0,-0.4468339537551991,154.0,3.253166046244801,0.004164210514337638,-8.655030505468219e-05,33.0
155.0,155.0,-0.4427129961162739,155.0,3.257287003883726,0.004077530995089444,-8.680458761490245e-05,33.0
156.0,156.0,-0.43867884656866196,156.0,3.2613211534313384,0.003990599895862278,-8.705351449840897e-05,33.0
157.0,157.0,-0.4347317539577098,157.0,3.2652682460422904,0.003903422579766,-8.729707030185323e-05,33.0
158.0,158.0,-0.43087196175868203,158.0,3.269128038241318,0.0038160044251301715,-8.753523995363794e-05,33.0
159.0,159.0,-0.42709970806174313,159.0,3.272900291938257,0.0037283508251724747,-8.776800871505799e-05,33.0
160.0,160.0,-0.4234152255572696,160.0,3.2765847744427306,0.003640467187665018,-8.799536218149339e-05,33.0
161.0,161.0,-0.41981874152149823,161.0,3.280181258478502,0.0035523589346003947,-8.821728628299499e-05,33.0
162.0,162.0,-0.41631047780250485,162.0,3.2836895221974953,0.003464031501856832,-8.84337672853668e-05,33.0
163.0,163.0,-0.4128906508065213,163.0,3.2871093491934786,0.003375490338862105,-8.8644791790916e-05,33.0
164.0,164.0,-0.4095594714845854,164.0,3.290440528515415,0.0032867409082572067,-8.885034673942446e-05,33.0
165.0,165.0,-0.4063171453195289,165.0,3.2936828546804713,0.003197788685558334,-8.905041940889689e-05,33.0
166.0,166.0,-0.40316387231330264,166.0,3.2968361276866975,0.003108639158819081,-8.924499741614226e-05,33.0
167.0,167.0,-0.40009984697463885,167.0,3.2999001530253613,0.0030192978282912804,-8.943406871813261e-05,33.0
168.0,168.0,-0.39712525830705303,168.0,3.302874741692947,0.002929770206084495,-8.96176216123619e-05,33.0
169.0,169.0,-0.39424028979718617,169.0,3.305759710202814,0.0028400618158261593,-8.979564473747938e-05,33.0
170.0,170.0,-0.3914451194034849,170.0,3.3085548805965153,0.002750178192319821,-8.996812707442607e-05,33.0
171.0,171.0,-0.3887399195452259,171.0,3.3112600804547743,0.002660124881203025,-9.013505794684681e-05,33.0
172.0,172.0,-0.3861248570918787,172.0,3.3138751429081212,0.0025699074386047465,-9.029642702177787e-05,33.0
173.0,173.0,-0.38360009335281386,173.0,3.3163999066471863,0.0024795314308019164,-9.0452224310337e-05,33.0
174.0,174.0,-0.38116578406735124,174.0,3.318834215932649,0.002389002433875488,-9.06024401683552e-05,33.0
175.0,175.0,-0.37882207939515444,175.0,3.3211779206048457,0.0022983260333657132,-9.074706529711928e-05,33.0
176.0,176.0,-0.37656912390696706,176.0,3.323430876093033,0.0022075078239267394,-9.088609074394769e-05,33.0
177.0,177.0,-0.3744070565756963,177.0,3.325592943424304,0.0021165534089807466,-9.10195079024325e-05,33.0
178.0,178.0,-0.3723360107678393,178.0,3.327663989232161,0.0020254684003720735,-9.114730851329014e-05,33.0
179.0,179.0,-0.37035611423525694,179.0,3.3296438857647432,0.0019342584180196667,-9.126948466488079e-05,33.0
180.0,180.0,-0.36846748910729366,180.0,3.3315325108927065,0.0018429290895701795,-9.138602879366942e-05,33.0
181.0,181.0,-0.3666702518832432,181.0,3.333329748116757,0.001751486050049511,-9.14969336847974e-05,33.0
182.0,182.0,-0.3649645134251638,182.0,3.3350354865748364,0.001659934941514773,-9.160219247193303e-05,33.0
183.0,183.0,-0.36335037895103817,183.0,3.336649621048962,0.0015682814127061387,-9.17017986387852e-05,33.0
184.0,184.0,-0.36182794802828333,184.0,3.338172051971717,0.0014765311186957933,-9.179574601895233e-05,33.0
185.0,185.0,-0.3603973145676109,185.0,3.3396026854323893,0.001384689720540094,-9.188402879560242e-05,33.0
186.0,186.0,-0.3590585668172308,186.0,3.3409414331827696,0.0012927628849291697,-9.196664150342966e-05,33.0
187.0,187.0,-0.3578117873574105,187.0,3.34218821264259,0.001200756283835177,-9.204357902772347e-05,33.0
188.0,188.0,-0.3566570530953803,188.0,3.34334294690462,0.00110867559416377,-9.211483660487939e-05,33.0
189.0,189.0,-0.3555944352605882,189.0,3.3444055647394118,0.0010165264974013428,-9.218040982329818e-05,33.0
190.0,190.0,-0.3546239994003084,190.0,3.3453760005996918,0.0009243146792647074,-9.22402946229522e-05,33.0
191.0,191.0,-0.3537458053755951,191.0,3.346254194624405,0.0008320458293492112,-9.229448729633807e-05,33.0
192.0,192.0,-0.35295990735759286,192.0,3.3470400926424073,0.0007397256407765151,-9.23429844881526e-05,33.0
193.0,193.0,-0.352266353824193,193.0,3.347733646175807,0.0006473598098433652,-9.238578319579967e-05,33.0
194.0,194.0,-0.3516651875570447,194.0,3.3483348124429555,0.0005549540356683624,-9.242288076934204e-05,33.0
195.0,195.0,-0.35115644563891535,195.0,3.3488435543610846,0.0004625140198408349,-9.24542749115074e-05,33.0
196.0,196.0,-0.3507401594514026,196.0,3.349259840548598,0.00037004546606759966,-9.247996367885916e-05,33.0
197.0,197.0,-0.35041635467299903,197.0,3.349583645327001,0.00027755407981949716,-9.249994548102433e-05,33.0
198.0,198.0,-0.3501850512775091,198.0,3.349814948722491,0.00018504556797970025,-9.25142190805857e-05,33.0
199.0,199.0,-0.3500462635328154,199.0,3.3499537364671848,9.252563849046657e-05,-9.252278359380664e-05,33.0
200.0,200.0,-0.3500000000000001,200.0,3.35,0.0,-9.252563849046657e-05,33.0
201.0,201.0,-0.3500462635328154,201.0,3.3499537364671848,-9.252563849046657e-05,-9.252278359380664e-05,33.0
202.0,202.0,-0.3501850512775091,202.0,3.349814948722491,-0.00018504556797970025,-9.25142190805857e-05,33.0
203.0,203.0,-0.35041635467299903,203.0,3.349583645327001,-0.00027755407981949716,-9.249994548102433e-05,33.0
204.0,204.0,-0.3507401594514026,204.0,3.349259840548598,-0.00037004546606759966,-9.247996367891467e-05,33.0
205.0,205.0,-0.35115644563891535,205.0,3.3488435543610846,-0.0004625140198409459,-9.245427491156291e-05,33.0
206.0,206.0,-0.3516651875570449,206.0,3.348334812442955,-0.0005549540356684735,-9.24228807691755e-05,33.0
207.0,207.0,-0.35226635382419325,207.0,3.347733646175807,-0.0006473598098431432,-9.238578319563313e-05,33.0
208.0,208.0,-0.35295990735759264,208.0,3.3470400926424073,-0.000739725640776293,-9.234298448826362e-05,33.0
209.0,209.0,-0.35374580537559486,209.0,3.3462541946244055,-0.0008320458293492112,-9.229448729656011e-05,33.0
210.0,210.0,-0.3546239994003082,210.0,3.3453760005996918,-0.0009243146792649294,-9.224029462300771e-05,33.0
211.0,211.0,-0.3555944352605884,211.0,3.3444055647394118,-0.0010165264974014538,-9.218040982313165e-05,33.0
212.0,212.0,-0.3566570530953803,212.0,3.34334294690462,-0.001108675594163659,-9.211483660482388e-05,33.0
213.0,213.0,-0.3578117873574105,213.0,3.34218821264259,-0.001200756283835177,-9.204357902777898e-05,33.0
214.0,214.0,-0.3590585668172308,214.0,3.3409414331827696,-0.0012927628849291697,-9.196664150348517e-05,33.0
215.0,215.0,-0.3603973145676109,215.0,3.3396026854323893,-0.0013846897205402051,-9.188402879554691e-05,33.0
216.0,216.0,-0.36182794802828355,216.0,3.338172051971717,-0.0014765311186956823,-9.17957460188413e-05,33.0
217.0,217.0,-0.36335037895103794,217.0,3.336649621048962,-0.0015682814127060277,-9.170179863895173e-05,33.0
218.0,218.0,-0.3649645134251638,218.0,3.3350354865748364,-0.001659934941514995,-9.160219247198854e-05,33.0
219.0,219.0,-0.3666702518832434,219.0,3.333329748116757,-0.001751486050049511,-9.149693368463086e-05,33.0
220.0,220.0,-0.36846748910729366,220.0,3.3315325108927065,-0.0018429290895700685,-9.138602879366942e-05,33.0
221.0,221.0,-0.37035611423525694,221.0,3.3296438857647432,-0.0019342584180196667,-9.12694846649363e-05,33.0
222.0,222.0,-0.3723360107678393,222.0,3.327663989232161,-0.0020254684003720735,-9.114730851329014e-05,33.0
223.0,223.0,-0.3744070565756963,223.0,3.325592943424304,-0.0021165534089807466,-9.101950790237699e-05,33.0
224.0,224.0,-0.37656912390696706,224.0,3.323430876093033,-0.0022075078239266284,-9.088609074394769e-05,33.0
225.0,225.0,-0.3788220793951542,225.0,3.321177920604846,-0.0022983260333657132,-9.07470652972303e-05,33.0
226.0,226.0,-0.38116578406735124,226.0,3.318834215932649,-0.002389002433875599,-9.06024401683552e-05,33.0
227.0,227.0,-0.38360009335281386,227.0,3.3163999066471863,-0.0024795314308019164,-9.045222431022597e-05,33.0
228.0,228.0,-0.3861248570918787,228.0,3.3138751429081212,-0.0025699074386046354,-9.029642702177787e-05,33.0
229.0,229.0,-0.3887399195452257,229.0,3.3112600804547743,-0.002660124881203025,-9.013505794695784e-05,33.0
230.0,230.0,-0.3914451194034849,230.0,3.3085548805965153,-0.002750178192319932,-8.996812707442607e-05,33.0
231.0,231.0,-0.39424028979718617,231.0,3.305759710202814,-0.0028400618158261593,-8.979564473742387e-05,33.0
232.0,232.0,-0.39712525830705303,232.0,3.302874741692947,-0.002929770206084495,-8.96176216123619e-05,33.0
233.0,233.0,-0.40009984697463885,233.0,3.2999001530253613,-0.0030192978282912804,-8.943406871813261e-05,33.0
234.0,234.0,-0.40316387231330264,234.0,3.2968361276866975,-0.003108639158819081,-8.924499741608675e-05,33.0
235.0,235.0,-0.4063171453195289,235.0,3.2936828546804713,-0.003197788685558223,-8.905041940878587e-05,33.0
236.0,236.0,-0.40955947148458516,236.0,3.290440528515415,-0.0032867409082569846,-8.885034673947997e-05,33.0
237.0,237.0,-0.4128906508065209,237.0,3.2871093491934795,-0.003375490338862105,-8.864479179102702e-05,33.0
238.0,238.0,-0.41631047780250463,238.0,3.2836895221974958,-0.003464031501856832,-8.84337672853668e-05,33.0
239.0,239.0,-0.4198187415214978,239.0,3.2801812584785024,-0.0035523589346003947,-8.821728628310601e-05,33.0
240.0,240.0,-0.4234152255572694,240.0,3.276584774442731,-0.00364046718766524,-8.79953621815489e-05,33.0
241.0,241.0,-0.42709970806174313,241.0,3.272900291938257,-0.0037283508251725857,-8.776800871494697e-05,33.0
242.0,242.0,-0.43087196175868203,242.0,3.269128038241318,-0.0038160044251301715,-8.753523995352714e-05,33.0
243.0,243.0,-0.4347317539577098,243.0,3.2652682460422904,-0.0039034225797658895,-8.729707030179772e-05,33.0
244.0,244.0,-0.43867884656866174,244.0,3.2613211534313384,-0.003990599895862167,-8.705351449851978e-05,33.0
245.0,245.0,-0.4427129961162737,245.0,3.2572870038837265,-0.004077530995089555,-8.680458761495796e-05,33.0
246.0,246.0,-0.4468339537551991,246.0,3.253166046244801,-0.004164210514337638,-8.655030505457117e-05,33.0
247.0,247.0,-0.4510414652853587,247.0,3.2489585347146415,-0.00425063310604802,-8.62906825522608e-05,33.0
