s,x_right,y_right,x_left,y_left,psi_center,kappa_center,v_ref,x_centerline,y_centerline,lane_width,x_left_border,y_left_border,x_right_border,y_right_border
18.0,18.0,-1.638648152093626,18.0,2.061351847906374,0.011662792705132,-1.3034316857334994e-05,33.0,18.0,0.21135184790637407,3.7,17.978424322626513,3.9112260301538795,18.021575677373487,-3.4885223343411313
19.0,19.0,-1.6269913491546155,19.0,2.0730086508453844,0.0116493978243948,-1.3753212036436354e-05,33.0,19.0,0.22300865084538446,3.7,18.978449101472496,3.9228831219305604,19.021550898527504,-3.4768658202397913
20.0,20.0,-1.6153483024396538,20.0,2.0846516975603464,0.0116352844145263,-1.4471259880863234e-05,33.0,20.0,0.23465169756034632,3.7,19.97847520951126,3.934526472617949,20.02152479048874,-3.4652230774972566
21.0,21.0,-1.6037197301467057,21.0,2.0962802698532945,0.0116204533454057,-1.5188416148194335e-05,33.0,21.0,0.24628026985329443,3.7,20.978502645134277,3.9461553639431033,21.021497354865723,-3.4535948242365144
22.0,22.0,-1.5921063495808858,22.0,2.1078936504191144,0.0116049055311477,-1.5904636650416406e-05,33.0,22.0,0.2578936504191143,3.7,21.97853140665124,3.957769078522214,22.02146859334876,-3.4419817776839854
23.0,23.0,-1.5805088771102112,23.0,2.119491122889789,0.0115886419300463,-1.6619877256623526e-05,33.0,23.0,0.26949112288978894,3.7,22.978561492290126,3.969366899904877,23.021438507709874,-3.430384654125299
24.0,24.0,-1.568928028121413,24.0,2.131071971878587,0.0115716635445162,-1.7334093895676594e-05,33.0,24.0,0.2810719718785869,3.7,23.97859290019734,3.9809481126182957,24.02140709980266,-3.418804168861122
25.0,25.0,-1.5573645169758077,25.0,2.1426354830241925,0.0115539714210314,-1.804724255896708e-05,33.0,25.0,0.2926354830241924,3.7,24.9786256284378,3.9925120022114386,25.0213743715622,-3.407241036163054
26.0,26.0,-1.5458190569652313,26.0,2.1541809430347687,0.011535566650061,-1.875927930300653e-05,33.0,26.0,0.3041809430347687,3.7,25.97865967499508,4.004057855299119,26.02134032500492,-3.3956959692295814
27.0,27.0,-1.5342923602680416,27.0,2.1657076397319583,0.0115164503660028,-1.947016025213165e-05,33.0,27.0,0.31570763973195837,3.7,26.978695037771505,4.015584959606021,27.021304962228495,-3.384169680142104
28.0,28.0,-1.5227851379051862,28.0,2.177214862094814,0.0114966237471134,-2.017984160138116e-05,33.0,28.0,0.3272148620948139,3.7,27.978731714588303,4.0270926040106545,28.021268285411697,-3.3726628798210267
29.0,29.0,-1.5112980996963443,29.0,2.188701900303656,0.0114760880154359,-2.0888279618816945e-05,33.0,29.0,0.3387019003036559,3.7,28.97876970318573,4.038580078589237,29.02123029681427,-3.361176277981925
30.0,30.0,-1.499831954216142,30.0,2.200168045783858,0.0114548444367259,-2.159543064840129e-05,33.0,30.0,0.3501680457838581,3.7,29.9788090012232,4.050046674659505,30.0211909987768,-3.349710583091789
31.0,31.0,-1.488387408750442,31.0,2.2116125912495583,0.011432894320373,-2.2301251112846542e-05,33.0,31.0,0.36161259124955814,3.7,30.978849606279443,4.0614916848244516,31.021150393720557,-3.338266502325335
32.0,32.0,-1.476965169252718,32.0,2.2230348307472823,0.011410239019321,-2.3005697515926312e-05,33.0,32.0,0.37303483074728216,3.7,31.978891515852645,4.072914403015975,32.021108484147355,-3.326844741521411
33.0,33.0,-1.465565940300505,33.0,2.2344340596994954,0.0113868799299851,-2.3708726445269083e-05,33.0,33.0,0.3844340596994952,3.7,32.97893472736059,4.084314124538465,33.02106527263941,-3.3154460051394743
34.0,34.0,-1.4541904250519406,34.0,2.2458095749480598,0.0113628184921663,-2.4410294575067062e-05,33.0,34.0,0.3958095749480596,3.7,33.97897923814083,4.09569014611228,34.02102076185917,-3.3040709962161605
35.0,35.0,-1.4428393252023888,35.0,2.2571606747976114,0.0113380561889633,-2.511035866871315e-05,33.0,35.0,0.4071606747976113,3.7,34.97902504545087,4.107041765917163,35.02097495454913,-3.2927204163219406
36.0,36.0,-1.4315133409411562,36.0,2.268486659058844,0.0113125945466813,-2.5808875581541377e-05,33.0,36.0,0.41848665905884397,3.7,35.97907214646827,4.118368283635551,36.02092785353173,-3.2813949655178627
37.0,37.0,-1.4202131709083026,37.0,2.2797868290916976,0.0112864351347385,-2.650580226317288e-05,33.0,37.0,0.4297868290916975,3.7,36.979120538290886,4.129669000495795,37.020879461709114,-3.2700953423124
38.0,38.0,-1.4089395121515442,38.0,2.291060487848456,0.0112595795655707,-2.7201095760364244e-05,33.0,38.0,0.441060487848456,3.7,37.97917021793701,4.140943219315295,38.02082978206299,-3.2588222436183827
39.0,39.0,-1.3976930600832564,39.0,2.302306939916744,0.0112320294945315,-2.789471321979277e-05,33.0,39.0,0.45230693991674387,3.7000000000000006,38.979221182345576,4.1521902445435215,39.020778817654424,-3.2475763647100337
40.0,40.0,-1.386474508437579,40.0,2.3135254915624213,0.0112037866197913,-2.8586611890166296e-05,33.0,40.0,0.4635254915624212,3.7,39.97927342837632,4.163409382304954,40.02072657162368,-3.2363583991801113
41.0,41.0,-1.375284549227621,41.0,2.3247154507723797,0.0111748526822338,-2.9276749125393932e-05,33.0,41.0,0.4747154507723794,3.7000000000000006,40.97932695280997,4.174599940441905,41.02067304719003,-3.2251690388971466
42.0,42.0,-1.364123872702776,42.0,2.335876127297224,0.011145229465348,-2.996508238708058e-05,33.0,42.0,0.48587612729722407,3.7,41.97938175234848,4.185761228557241,42.02061824765152,-3.214008973962793
43.0,43.0,-1.3529931673061435,43.0,2.3470068326938565,0.0111149187951201,-3.0651569246709315e-05,33.0,43.0,0.4970068326938565,3.7,42.97943782361521,4.196892558057,43.02056217638479,-3.2028788926692866
44.0,44.0,-1.341893119632063,44.0,2.358106880367937,0.0110839225399212,-3.1336167388802485e-05,33.0,44.0,0.508106880367937,3.7,43.97949516315511,4.207993242192892,44.02050483684489,-3.1917794814570173
45.0,45.0,-1.3308244143837604,45.0,2.36917558561624,0.0110522426103926,-3.201883461309244e-05,33.0,45.0,0.5191755856162399,3.7000000000000006,44.979553767434965,4.219062596104691,45.020446232565035,-3.1807114248722117
46.0,46.0,-1.3197877343311144,46.0,2.3802122656688858,0.0110198809593292,-3.2699528837406334e-05,33.0,46.0,0.5302122656688857,3.7,45.9796136328436,4.2300999368625085,46.0203863671564,-3.169675405524737
47.0,47.0,-1.3087837602685373,47.0,2.391216239731463,0.0109868395815588,-3.3378208100257164e-05,33.0,47.0,0.5412162397314629,3.7,46.979674755692095,4.241104583508953,47.020325244307905,-3.158672104046027
48.0,48.0,-1.297813170972983,48.0,2.402186829027017,0.010953120513821,-3.40548305628782e-05,33.0,48.0,0.5521868290270171,3.7,47.97973713221401,4.252075857101158,48.02026286778599,-3.1477021990471235
49.0,49.0,-1.2868766431620755,49.0,2.4131233568379247,0.0109187258346419,-3.472935451248753e-05,33.0,49.0,0.5631233568379246,3.7,48.979800758565624,4.263013080752698,49.020199241434376,-3.1367663670768486
50.0,50.0,-1.2759748514523654,50.0,2.424025148547635,0.0108836576642062,-3.540173836468205e-05,33.0,50.0,0.5740251485476348,3.7,49.979865630826154,4.273915579675374,50.020134369173846,-3.1258652825801043
51.0,51.0,-1.2651084683177176,51.0,2.4348915316822826,0.0108479181642279,-3.607194066561488e-05,33.0,51.0,0.5848915316822825,3.7,50.97993174499802,4.2847826812208645,51.02006825500198,-3.1149996178562995
52.0,52.0,-1.254278164047829,52.0,2.4457218359521717,0.0108115095378172,-3.673992009479233e-05,33.0,52.0,0.5957218359521713,3.700000000000001,51.979999097007074,4.295613714922257,52.020000902992926,-3.104170043017914
53.0,53.0,-1.2434846067068823,53.0,2.4565153932931176,0.0107744340293462,-3.740563546771664e-05,33.0,53.0,0.6065153932931177,3.7,52.98006768270283,4.306408012535425,53.01993231729717,-3.0933772259491903
54.0,54.0,-1.2327284620923369,54.0,2.4672715379076635,0.0107366939243103,-3.806904573826455e-05,33.0,54.0,0.6172715379076633,3.7,53.98013749785876,4.317164908080304,54.01986250214124,-3.0826218322649774
55.0,55.0,-1.222010393693858,55.0,2.477989606306142,0.0106982915491889,-3.873011000128726e-05,33.0,55.0,0.6279896063061421,3.7,54.98020853817253,4.327883737881983,55.01979146182747,-3.0719045252696984
56.0,56.0,-1.2113310626523912,56.0,2.488668937347609,0.0106592292713019,-3.938878749509177e-05,33.0,56.0,0.6386689373476089,3.7,55.98028079926624,4.338563840611689,56.01971920073376,-3.061225965916472
57.0,57.0,-1.2006911277193792,57.0,2.499308872280621,0.0106195094986655,-4.004503760382109e-05,33.0,57.0,0.649308872280621,3.7,56.98035427668673,4.349204557327619,57.01964572331327,-3.050586812766377
58.0,58.0,-1.1900912452161274,58.0,2.509908754783873,0.0105791346798437,-4.069881986030388e-05,33.0,58.0,0.6599087547838728,3.7,57.98042896590585,4.359805231515608,58.01957103409415,-3.0399877219478624
59.0,59.0,-1.1795320689933184,59.0,2.520467931006681,0.0105381073037983,-4.135009394807439e-05,33.0,59.0,0.6704679310066813,3.6999999999999993,58.98050486232069,4.370365209129676,59.01949513767931,-3.029429347116313
60.0,60.0,-1.16901425039068,60.0,2.53098574960932,0.0104964298997366,-4.199881970407856e-05,33.0,60.0,0.6809857496093201,3.7,59.98058196125394,4.380883838632404,60.01941803874606,-3.018912339413764
61.0,61.0,-1.158538438196807,61.0,2.5414615618031933,0.010454105036956,-4.264495712150381e-05,33.0,61.0,0.6914615618031932,3.7,60.980660257954085,4.391360471035155,61.019339742045915,-3.008437347428768
62.0,62.0,-1.14810527860914,62.0,2.55189472139086,0.010411135324686,-4.328846635160273e-05,33.0,62.0,0.70189472139086,3.6999999999999997,61.98073974759577,4.401794459938149,62.01926025240423,-2.9980050171564283
63.0,63.0,-1.1377154151941082,63.0,2.562284584805892,0.0103675234119288,-4.3929307706464406e-05,33.0,63.0,0.712284584805892,3.7,62.98082042528007,4.412185161570374,63.01917957471993,-2.9876159919585907
64.0,64.0,-1.1273694888474273,64.0,2.572630511152573,0.0103232719872962,-4.45674416614527e-05,33.0,64.0,0.7226305111525728,3.7,63.98090228603477,4.422531934829333,64.01909771396522,-2.977270912524187
65.0,65.0,-1.1170681377545677,65.0,2.5829318622454327,0.0102783837788452,-4.520282885764249e-05,33.0,65.0,0.7329318622454325,3.7,64.98098532481471,4.432834141320627,65.01901467518529,-2.966970416829762
66.0,66.0,-1.1068119973513888,66.0,2.593188002648612,0.01023286155391,-4.583543010417874e-05,33.0,66.0,0.7431880026486116,3.700000000000001,65.98106953650203,4.443091145397377,66.01893046349797,-2.9567151401001532
67.0,67.0,-1.0966017002849415,67.0,2.6033982997150584,0.0101867081189328,-4.646520638085457e-05,33.0,67.0,0.7533982997150585,3.7,66.98115491590657,4.453302314199462,67.01884508409343,-2.946505714769345
68.0,68.0,-1.0864378763744431,68.0,2.613562123625557,0.0101399263192907,-4.709211884049871e-05,33.0,68.0,0.7635621236255569,3.7,67.98124145776613,4.463467017692617,68.01875854223387,-2.9363427704415033
69.0,69.0,-1.076321152572429,69.0,2.623678847427571,0.0100925190391219,-4.7716128810808186e-05,33.0,69.0,0.7736788474275711,3.7,68.98132915674678,4.4735846287073135,69.01867084325322,-2.9262269338521714
70.0,70.0,-1.066252152926077,70.0,2.6337478470739235,0.0100444892011485,-4.8337197797590645e-05,33.0,70.0,0.7837478470739233,3.7,69.98141800744322,4.483654522977501,70.01858199255678,-2.916158828829654
71.0,71.0,-1.0562314985387142,71.0,2.643768501461286,0.0099958397664966,-4.895528748679531e-05,33.0,71.0,0.7937685014612859,3.7,70.98150800437911,4.493676079179146,71.01849199562089,-2.906139076256574
72.0,72.0,-1.0462598075315053,72.0,2.653740192468495,0.009946573734515,-4.957035974657199e-05,33.0,72.0,0.8037401924684948,3.7,71.98159914200741,4.503648678968608,72.01840085799259,-2.896168294031618
73.0,73.0,-1.036337695005322,73.0,2.663662304994678,0.009896694142591,-5.018237663004588e-05,33.0,73.0,0.813662304994678,3.7,72.98169141471067,4.513571707020816,73.01830858528933,-2.88624709703146
74.0,74.0,-1.0264657730028026,74.0,2.6735342269971976,0.0098462040659637,-5.0791300377486375e-05,33.0,74.0,0.8235342269971975,3.7,73.98178481680142,4.5234445510672705,74.01821518319858,-2.8763760970728756
75.0,75.0,-1.0166446504705968,75.0,2.683355349529404,0.0097951066175356,-5.1397093418644425e-05,33.0,75.0,0.8333553495294035,3.7000000000000006,74.98187934252253,4.53326660193385,75.01812065747747,-2.866555902875043
76.0,76.0,-1.0068749332218043,76.0,2.693125066778196,0.0097434049476807,-5.19997183751179e-05,33.0,76.0,0.8431250667781959,3.7,75.98197498604755,4.543037253578428,76.01802501395245,-2.856787120022036
77.0,77.0,-0.9971572238986042,77.0,2.702842776101396,0.0096911022440519,-5.259913806260368e-05,33.0,77.0,0.8528427761013959,3.7,76.98207174148101,4.552755903128305,77.01792825851899,-2.847070350925513
78.0,78.0,-0.9874921219350824,78.0,2.7125078780649177,0.0096382017313846,-5.319531549307265e-05,33.0,78.0,0.8625078780649176,3.7,77.98216960285886,4.562421950917436,78.01783039714114,-2.8374061947876004
79.0,79.0,-0.9778802235202544,79.0,2.7221197764797456,0.0095847066712992,-5.37882138775792e-05,33.0,79.0,0.8721197764797456,3.7,78.9822685641488,4.5720348005234595,79.0177314358512,-2.8277952475639685
80.0,80.0,-0.9683221215612904,80.0,2.7316778784387097,0.0095306203620999,-5.437779662796064e-05,33.0,80.0,0.8816778784387096,3.7,79.98236861925066,4.581593858804541,80.01763138074934,-2.8182381019271214
81.0,81.0,-0.9588184056469424,81.0,2.741181594353057,0.009475946138573,-5.496402735907208e-05,33.0,81.0,0.8911815943530573,3.6999999999999993,80.98246976199678,4.5910985359359895,81.01753023800322,-2.8087353472298746
82.0,82.0,-0.9493696620111742,82.0,2.750630337988826,0.0094206873717817,-5.55468698917918e-05,33.0,82.0,0.9006303379888259,3.7,81.98257198615237,4.600548245446702,82.01742801384763,-2.79928756946905
83.0,83.0,-0.9399764734970006,83.0,2.760023526503,0.0093648474688584,-5.612628825452979e-05,33.0,83.0,0.9100235265029998,3.700000000000001,82.98267528541584,4.609942404255368,83.01732471458416,-2.7898953512493687
84.0,84.0,-0.9306394195205354,84.0,2.7693605804794648,0.0093084298727966,-5.6702246685381066e-05,33.0,84.0,0.9193605804794647,3.7,83.98277965341936,4.619280432706486,84.01722034658064,-2.7805592717475567
85.0,85.0,-0.9213590760352492,85.0,2.778640923964751,0.0092514380622383,-5.727470963504587e-05,33.0,85.0,0.928640923964751,3.7,84.98288508372903,4.628561754606171,85.01711491627097,-2.7712799066766687
86.0,86.0,-0.9121360154964424,86.0,2.787863984503557,0.0091938755512605,-5.784364176845786e-05,33.0,86.0,0.9378639845035573,3.6999999999999993,85.98299156984545,4.637785797257727,86.01700843015455,-2.7620578282506134
87.0,87.0,-0.902970806825934,87.0,2.7970291931740663,0.0091357458891596,-5.84090079670761e-05,33.0,87.0,0.9470291931740662,3.7,86.983099105204,4.646951991497039,87.016900894796,-2.752893605148906
88.0,88.0,-0.8938640153769657,88.0,2.8061359846230345,0.0090770526602327,-5.897077333161249e-05,33.0,88.0,0.9561359846230344,3.7,87.98320768317535,4.656059771727698,88.01679231682465,-2.7437878024816293
89.0,89.0,-0.8848162028993317,89.0,2.8151837971006684,0.0090177994835574,-5.952890318316482e-05,33.0,89.0,0.9651837971006683,3.7,88.98331729706577,4.665108575955962,89.01668270293423,-2.734740981754626
90.0,90.0,-0.8758279275047247,90.0,2.8241720724952755,0.0089579900127698,-6.0083363065895166e-05,33.0,90.0,0.9741720724952754,3.7,89.98342794011755,4.674097845825453,90.01657205988245,-2.725753700834902
91.0,91.0,-0.8668997436323094,91.0,2.8331002563676906,0.0088976279358397,-6.063411874954066e-05,33.0,91.0,0.9831002563676906,3.7,90.98353960550952,4.683027026651644,91.01646039449048,-2.7168265139162626
92.0,92.0,-0.8580322020145226,92.0,2.8419677979854776,0.0088367169748437,-6.118113623121656e-05,33.0,92.0,0.9919677979854775,3.7,91.98365228635734,4.691895567456129,92.01634771364266,-2.707959971485174
93.0,93.0,-0.8492258496431007,93.0,2.8507741503569,0.0087752608857358,-6.172438173759335e-05,33.0,93.0,1.0007741503568996,3.700000000000001,92.98376597571398,4.700702921000647,93.01623402428602,-2.6991546202868473
94.0,94.0,-0.8404812297353401,94.0,2.85951877026466,0.0087132634581174,-6.226382172635873e-05,33.0,94.0,1.00951877026466,3.7,93.98388066657017,4.7094485438208835,94.01611933342983,-2.6904110032915636
95.0,95.0,-0.8317988817005877,95.0,2.8682011182994125,0.0086507285150044,-6.279942288915575e-05,33.0,95.0,1.0182011182994124,3.7,94.98399635185476,4.718131896260049,95.01600364814524,-2.681729659661224
96.0,96.0,-0.8231793411069672,96.0,2.876820658893033,0.0085876599125912,-6.333115215390382e-05,33.0,96.0,1.0268206588930329,3.7,95.98411302443525,4.726752442502203,96.01588697556475,-2.6731111247161374
97.0,97.0,-0.8146231396483443,97.0,2.885376860351656,0.0085240615400134,-6.385897668576599e-05,33.0,97.0,1.035376860351656,3.7,96.9842306771181,4.735309650605358,97.0157693228819,-2.664555929902046
98.0,98.0,-0.8061308051115286,98.0,2.893869194888472,0.0084599373191099,-6.438286388955533e-05,33.0,98.0,1.0438691948884717,3.7000000000000006,97.98434930264935,4.743802992534334,98.01565069735065,-2.6560646027573904
99.0,99.0,-0.7977028613437165,99.0,2.902297138656284,0.0083952912041806,-6.490278141247807e-05,33.0,99.0,1.0522971386562838,3.7000000000000006,98.98446889371486,4.752231944193377,99.01553110628514,-2.6476376668808093
100.0,100.0,-0.7893398282201787,100.0,2.910660171779821,0.0083301271817432,-6.54186971454935e-05,33.0,100.0,1.0606601717798212,3.6999999999999997,99.98458944294093,4.7605959854585365,100.01541055705907,-2.6392756418988936
101.0,101.0,-0.781042221612192,101.0,2.918957778387808,0.0082644492702883,-6.593057922516071e-05,33.0,101.0,1.068957778387808,3.6999999999999997,100.98471094289465,4.768894600209794,101.01528905710535,-2.630979043434178
102.0,102.0,-0.7728105533552168,102.0,2.927189446644784,0.0081982615200322,-6.643839603639015e-05,33.0,102.0,1.0771894466447836,3.700000000000001,101.9848333860844,4.777127276362945,102.0151666139156,-2.622748383073377
103.0,103.0,-0.7646453312173258,103.0,2.9353546687826744,0.0081315680126668,-6.694211621368963e-05,33.0,103.0,1.0853546687826743,3.7,102.9849567649603,4.785293505901227,103.0150432350397,-2.6145841683358784
104.0,104.0,-0.7565470588678826,104.0,2.9434529411321178,0.0080643728611096,-6.744170864312616e-05,33.0,104.0,1.0934529411321177,3.7,103.9850810719147,4.793392784906716,104.0149189280853,-2.6064869026424815
105.0,105.0,-0.7485162358464716,105.0,2.9514837641535285,0.0079966802092502,-6.793714246491146e-05,33.0,105.0,1.1014837641535284,3.7,104.9852062992826,4.801424613591446,105.0147937007174,-2.598457085284389
106.0,106.0,-0.7405533575320855,106.0,2.9594466424679147,0.0079284942316947,-6.84283870749288e-05,33.0,106.0,1.1094466424679146,3.7,105.98533243934213,4.809388496328286,106.01466756065787,-2.590495211392457
107.0,107.0,-0.7326589151125669,107.0,2.9673410848874333,0.0078598191335094,-6.891541212653002e-05,33.0,107.0,1.1173410848874332,3.7,106.98545948431507,4.817283941681561,107.01454051568493,-2.5826017719066945
108.0,108.0,-0.7248333955543107,108.0,2.9751666044456897,0.0077906591499614,-6.939818753239791e-05,33.0,108.0,1.1251666044456896,3.7,107.98558742636729,4.825110462437408,108.01441257363271,-2.574777253546029
109.0,109.0,-0.7170772815722246,109.0,2.982922718427776,0.0077210185462588,-6.987668346685399e-05,33.0,109.0,1.1329227184277757,3.7,108.98571625760921,4.83286757563388,109.01428374239079,-2.567022138778329
110.0,110.0,-0.7093910515999535,110.0,2.9906089484000464,0.0076509016172867,-7.03508703674359e-05,33.0,110.0,1.1406089484000463,3.7,109.98584597009638,4.840554802590781,110.01415402990362,-2.5593369057906887
111.0,111.0,-0.7017751797603677,111.0,2.998224820239632,0.0075803126873442,-7.082071893653893e-05,33.0,111.0,1.1482248202396321,3.7,110.98597655582984,4.848171668939239,111.01402344417016,-2.5517220284599746
112.0,112.0,-0.6942301358363161,112.0,3.005769864163684,0.007509256109877,-7.12862001436641e-05,33.0,112.0,1.155769864163684,3.7,111.98610800675668,4.855717704651012,112.01389199324332,-2.544177976323644
113.0,113.0,-0.6867563852416483,113.0,3.013243614758352,0.00743773626721,-7.174728522700684e-05,33.0,113.0,1.1632436147583518,3.7,112.9862403147706,4.863192444067527,113.0137596852294,-2.5367052145508238
114.0,114.0,-0.6793543889925053,114.0,3.020645611007495,0.0073657575702773,-7.220394569542492e-05,33.0,114.0,1.1706456110074948,3.7,113.98637347171226,4.870595425928652,114.01362652828774,-2.5293042039136626
115.0,115.0,-0.6720246036788824,115.0,3.027975396321118,0.00729332445835,-7.265615332991482e-05,33.0,115.0,1.1779753963211177,3.7,114.98650746936988,4.877926193401191,115.01349253063012,-2.521975400758955
116.0,116.0,-0.6647674814364644,116.0,3.035232518563536,0.0072204413987635,-7.310388018547634e-05,33.0,116.0,1.1852325185635357,3.7,115.98664229947978,4.885184294107107,116.01335770052022,-2.514719256980036
117.0,117.0,-0.6575834699187348,117.0,3.0424165300812653,0.007147112886642,-7.354709859319442e-05,33.0,117.0,1.1924165300812652,3.7,116.98677795372676,4.892369280151479,117.01322204627324,-2.5075362199889493
118.0,118.0,-0.6504730122693643,118.0,3.049526987730636,0.0070733434446214,-7.398578116166087e-05,33.0,118.0,1.199526987730636,3.7,117.98691442374475,4.899480708150168,118.01308557625525,-2.5004267326888963
119.0,119.0,-0.6434365470948733,119.0,3.056563452905127,0.006999137622571,-7.44199007787833e-05,33.0,119.0,1.2065634529051268,3.7,118.98705170111724,4.906518139257212,119.01294829888276,-2.493391233446959
120.0,120.0,-0.6364745084375789,120.0,3.0635254915624213,0.0069244999973127,-7.484943061342765e-05,33.0,120.0,1.2135254915624212,3.7,119.9871897773778,4.913481139191945,120.0128102226222,-2.4864301560671027
121.0,121.0,-0.6295873257488194,121.0,3.070412674251181,0.0068494351723395,-7.527434411716884e-05,33.0,121.0,1.2204126742511807,3.7,120.98732864401066,4.920369278265824,121.01267135598934,-2.4795439297634627
122.0,122.0,-0.6227754238624648,122.0,3.077224576137535,0.0067739477775314,-7.569461502571362e-05,33.0,122.0,1.227224576137535,3.7,121.98746829245117,4.927182131408983,122.01253170754883,-2.4727329791339123
123.0,123.0,-0.6160392229687104,123.0,3.08396077703129,0.0066980424688707,-7.611021736099051e-05,33.0,123.0,1.2339607770312897,3.7,122.98760871408638,4.933919278196494,123.01239128591362,-2.4659977241339144
124.0,124.0,-0.6093791385881573,124.0,3.0906208614118427,0.0066217239281541,-7.652112543273249e-05,33.0,124.0,1.2406208614118426,3.7,123.98774990025552,4.940580302874345,124.01225009974448,-2.459338580050659
125.0,125.0,-0.6027955815461823,125.0,3.097204418453818,0.0065449968627047,-7.692731383951262e-05,33.0,125.0,1.2472044184538178,3.7,124.98789184225059,4.947164794385129,125.01210815774941,-2.452755957477493
126.0,126.0,-0.5962889579475947,126.0,3.1037110420524057,0.0064678660050821,-7.732875747110947e-05,33.0,126.0,1.2537110420524056,3.7,125.98803453131683,4.953672346393443,126.01196546868317,-2.446250262288632
127.0,127.0,-0.5898596691515872,127.0,3.110140330848413,0.0063903361127897,-7.772543150948505e-05,33.0,127.0,1.260140330848413,3.7,126.98817795865331,4.9601025573109965,127.01182204134669,-2.4398218956141706
128.0,128.0,-0.5835081117469776,128.0,3.1164918882530226,0.0063124119679827,-7.811731143048424e-05,33.0,128.0,1.2664918882530225,3.7,127.98832211541348,4.966455030321422,128.0116778845865,-2.4334712538153767
